dt,age_cd,sex_cd,home_sido_nm,h0d0h0_dur_r,h0d0h1_dur_r,h0d1h0_dur_r,h0d1h1_dur_r,h1d0h0_dur_r,h1d0h1_dur_r,h1d1h0_dur_r,h1d1h1_dur_r
20190916,NULL,NULL,?紐꾩퓝?용쵐肉??0.16922433144277876,0.830661084,0.492134363,0.507751052,0.159806801,0.840009309,0.323688863,0.676127246,
20190916,NULL,NULL,???닌덊굝????0.170070217,0.829810824,0.484473041,0.515408,0.160547012,0.839196543,0.313996841,0.685746714,
20190916,NULL,NULL,??뽰뒻?諛명??0.16006829674466247,0.839913155,0.485926393,0.514055059,0.1517168,0.848241956,0.308166478,0.691792277,
20190916,NULL,NULL,NULL,0.170784787,0.829055683,0.482826072,0.517014398,0.164655425,0.835081887,0.315693514,0.684043799
20190916,NULL,1,NULL,0.200537618,0.799293109,0.538675394,0.461155334,0.185915058,0.813808521,0.339301611,0.660421969
20190916,NULL,NULL,?봔?怨뚰굝????0.207571576,0.792280803,0.49462155,0.505230828,0.196698992,0.803019785,0.310843295,0.688875483,
20190916,NULL,NULL,?袁⑥뵬?브낮猷?0.168383399,0.831302844,0.462344653,0.53734159,0.166410956,0.833140355,0.309749806,0.689801506,
20190916,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.170053248,0.829689774,0.461416368,0.538326655,0.178493372,0.820981288,0.326861414,0.672613246
20190916,40,NULL,NULL,0.180584398,0.819390158,0.555469655,0.444504902,0.159059558,0.840916711,0.325318861,0.674657408
20190916,60,NULL,NULL,0.156253481,0.843691217,0.440270626,0.559674072,0.143602183,0.856316605,0.320846998,0.679071789
20190916,50,NULL,NULL,0.183882193,0.816085894,0.539520814,0.460447272,0.162975575,0.83698671,0.357077678,0.642884606
20190916,20,NULL,NULL,0.212746228,0.787089127,0.495815227,0.504020127,0.23663976,0.763299882,0.3441438,0.655795843
20190916,NULL,2,NULL,0.13931025,0.860540527,0.42374492,0.576105857,0.142165561,0.857586279,0.290719288,0.709032552
20190916,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.16736403713585504,0.832350697,0.48418165,0.515533084,0.152836933,0.846622045,0.29220222,0.707256758,
20190916,NULL,NULL,?袁⑥뵬??ㅻ즲,0.178357448,0.821404413,0.455566359,0.544195501,0.169735079,0.829896236,0.297729395,0.70190192
20190916,0,NULL,NULL,0.053722407,0.942484587,0.112319351,0.883887644,0.094159577,0.896062238,0.165065785,0.825156031
20190916,10,NULL,NULL,0.116648938,0.883157051,0.322526322,0.677279667,0.115304031,0.88454773,0.220444341,0.77940742
20190916,30,NULL,NULL,0.189884241,0.810067149,0.548804336,0.451147053,0.193059056,0.806902628,0.335632226,0.664329458
20190916,NULL,NULL,揶쏅벡???0.17285037736516362,0.826876838,0.438181079,0.561546137,0.185295758,0.814224405,0.334575882,0.66494428,
20190916,NULL,NULL,?겸뫗猿??ㅻ즲,0.181341327,0.81846848,0.476004722,0.523805085,0.194963288,0.804663832,0.34877011,0.65085701
20190916,NULL,NULL,野껋럩湲썽겫怨룸즲,0.169943083,0.829927392,0.454951639,0.544918836,0.168030631,0.831729545,0.311325858,0.688434318
20190916,NULL,NULL,??뽳폒?諛명?癒?뒄??0.18746427161891682,0.8103751,0.491732401,0.506106971,0.156725413,0.84097663,0.279710942,0.717991102,
20190916,NULL,NULL,?紐꾧텦?용쵐肉??0.18244293118116928,0.816902348,0.478095319,0.52124996,0.16168218,0.837559038,0.288836722,0.710404495,
20190916,70,NULL,NULL,0.107751568,0.891973935,0.312868717,0.686856787,0.098911209,0.900836287,0.226273445,0.77347405
20190916,NULL,NULL,野껋럡由??0.16636746187153229,0.83363157,0.499038324,0.500960708,0.161766183,0.838231493,0.32984346,0.670154216,
20190916,NULL,NULL,野껋럩湲??ㅻ즲,0.177024875,0.822868321,0.476397196,0.523495999,0.15990146,0.839896457,0.291525852,0.708272064
20190916,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.17349112305185563,0.822766405,0.476243384,0.520014144,0.180786361,0.81390227,0.330770672,0.66391796,
20190923,0,NULL,NULL,0.054934189,0.942001848,0.116627368,0.880308669,0.120559234,0.870671067,0.219085884,0.772144417
20190923,40,NULL,NULL,0.184499546,0.815475498,0.55916394,0.440811105,0.184529374,0.815452032,0.383080422,0.616900984
20190923,60,NULL,NULL,0.160303466,0.83964044,0.446660513,0.553283393,0.166186946,0.833744967,0.386814208,0.613117705
20190923,NULL,NULL,???닌덊굝????0.174818655,0.825097391,0.486305149,0.513610897,0.181928282,0.81784133,0.372503428,0.627266184,
20190923,NULL,NULL,??뽰뒻?諛명??0.16042882024929359,0.839558247,0.487766663,0.512220405,0.167423605,0.832534669,0.339794905,0.660163369,
20190923,NULL,NULL,???袁㏉굝????0.162857899,0.836795478,0.465072503,0.534580874,0.200325982,0.798742589,0.382252373,0.616816198,
20190923,NULL,NULL,?紐꾩퓝?용쵐肉??0.16668885858303503,0.83322249,0.491489546,0.508421803,0.17311018,0.826719905,0.351573529,0.648256556,
20190923,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.19036807291134125,0.809423135,0.501663513,0.498127696,0.24865141,0.750827433,0.414533905,0.584944938,
20190923,NULL,NULL,?袁⑥뵬??ㅻ즲,0.177573078,0.822259023,0.458757904,0.541074197,0.201324497,0.798336834,0.382456069,0.617205262
20190923,20,NULL,NULL,0.206040189,0.793854345,0.485728794,0.51416574,0.256153488,0.743798365,0.376155069,0.623796784
20190923,NULL,2,NULL,0.139971465,0.85992131,0.425678785,0.57421399,0.16373954,0.836037936,0.341481601,0.658295874
20190923,70,NULL,NULL,0.11048577,0.889323567,0.318354534,0.681454804,0.113769097,0.885994612,0.280698091,0.719065618
20190923,NULL,1,NULL,0.202729921,0.797131393,0.540193389,0.459667925,0.210173857,0.789583466,0.394719642,0.60503768
20190923,30,NULL,NULL,0.192577359,0.807381457,0.550529717,0.449429099,0.217397007,0.782572105,0.389046152,0.61092296
20190923,50,NULL,NULL,0.188363233,0.811608805,0.544655728,0.455316309,0.188896062,0.811072283,0.421070204,0.57889814
20190923,NULL,NULL,?봔?怨뚰굝????0.210003303,0.789900894,0.494628661,0.505275536,0.199227244,0.800534075,0.369313134,0.630448184,
20190923,NULL,NULL,?袁⑥뵬?브낮猷?0.166463267,0.83330093,0.462388619,0.537375579,0.190505712,0.809063339,0.381861002,0.61770805,
20190923,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.169940529,0.829854548,0.45995231,0.539842768,0.199892616,0.799704045,0.387158346,0.612438315
20190923,NULL,NULL,野껋럡由??0.16723942774043474,0.832759217,0.500722317,0.499276327,0.178726575,0.821271489,0.364781762,0.635216302,
20190923,NULL,NULL,野껋럩湲??ㅻ즲,0.178010792,0.821904626,0.476755849,0.523159568,0.197590971,0.80222833,0.379466218,0.620353082
20190923,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.195227551865414,0.80215703,0.506114686,0.491269896,0.224564229,0.77100777,0.39860038,0.596971619,
20190923,NULL,NULL,野껋럩湲썽겫怨룸즲,0.168649141,0.831249696,0.452584838,0.547313999,0.197213324,0.80254692,0.387133063,0.612627181
20190923,NULL,NULL,??뽳폒?諛명?癒?뒄??0.18916529682295563,0.808922196,0.493322175,0.504765317,0.19138711,0.806791454,0.397812459,0.600366106,
20190923,NULL,NULL,NULL,0.172229687,0.827646917,0.484539976,0.515336627,0.187607057,0.81216006,0.368846273,0.630920844
20190923,NULL,NULL,揶쏅벡???0.17158510768233315,0.828192795,0.436017828,0.563760074,0.204801892,0.794796687,0.388418336,0.611180243,
20190923,NULL,NULL,?겸뫗猿??ㅻ즲,0.185117293,0.814726336,0.478207186,0.521636443,0.226475443,0.773183042,0.407780009,0.591878476
20190923,10,NULL,NULL,0.111429314,0.888447859,0.320152441,0.679724732,0.134154084,0.865721006,0.252519917,0.747355174
20190923,NULL,NULL,?紐꾧텦?용쵐肉??0.18609678458984338,0.813413236,0.48393954,0.51557048,0.196570544,0.802720503,0.382112387,0.617178661,
20190930,NULL,NULL,??뽳폒?諛명?癒?뒄??0.1808164714749255,0.817531671,0.450269362,0.54807878,0.195736117,0.798414311,0.396252552,0.597897876,
20190930,20,NULL,NULL,0.209101705,0.790747821,0.4757951,0.524054425,0.24820478,0.751574855,0.358639457,0.641140177
20190930,10,NULL,NULL,0.11617269,0.883669633,0.298401985,0.701440338,0.144042157,0.855505106,0.247509334,0.75203793
20190930,NULL,NULL,NULL,0.17380361,0.826053304,0.470581731,0.529275183,0.184929558,0.814425808,0.357858721,0.641496645
20190930,NULL,NULL,?紐꾩퓝?용쵐肉??0.16749703034659724,0.832413299,0.484309406,0.515600923,0.170732169,0.828622569,0.343349373,0.656005365,
20190930,0,NULL,NULL,0.072500538,0.924355903,0.131241271,0.865615171,0.132857057,0.851776083,0.217951799,0.766681342
20190930,50,NULL,NULL,0.185602141,0.814356437,0.527946709,0.472011869,0.18155877,0.818370786,0.408651958,0.591277598
20190930,70,NULL,NULL,0.107803741,0.891985709,0.30053757,0.69925188,0.110199665,0.886652694,0.269465713,0.727386646
20190930,NULL,2,NULL,0.143698453,0.856179371,0.414962645,0.584915179,0.162949717,0.836323874,0.329419379,0.669854212
20190930,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.2103426476333348,0.78940965,0.486581328,0.513170969,0.222883555,0.77569133,0.389214058,0.609360826,
20190930,NULL,NULL,野껋럩湲??ㅻ즲,0.180188726,0.81974357,0.45497279,0.544959506,0.195338002,0.804235772,0.373413059,0.626160715
20190930,NULL,NULL,?봔?怨뚰굝????0.194710724,0.805179189,0.467232752,0.532657161,0.202396726,0.797175341,0.367293943,0.632278125,
20190930,NULL,NULL,???袁㏉굝????0.17454145,0.825054759,0.456186439,0.54340977,0.189338224,0.80871659,0.359361655,0.63869316,
20190930,NULL,NULL,?紐꾧텦?용쵐肉??0.18581092655251844,0.813645619,0.464279655,0.53517689,0.19979353,0.798008835,0.378613245,0.61918912,
20190930,NULL,NULL,揶쏅벡???0.17565771793292662,0.824092818,0.423844389,0.575906147,0.19782145,0.800768747,0.352726461,0.645863736,
20190930,NULL,NULL,?袁⑥뵬?브낮猷?0.172608143,0.827144412,0.446684697,0.553067858,0.192673545,0.805825506,0.37317544,0.625323611,
20190930,40,NULL,NULL,0.187177132,0.812792534,0.546630811,0.453338854,0.185284852,0.814672826,0.37609299,0.623864688
20190930,60,NULL,NULL,0.156555101,0.843380642,0.427811754,0.572123989,0.159354928,0.840364431,0.37382788,0.625891479
20190930,NULL,NULL,野껋럩湲썽겫怨룸즲,0.172493692,0.827426545,0.435917333,0.564002904,0.196311802,0.803097545,0.37294535,0.626463997
20190930,NULL,NULL,???닌덊굝????0.171096013,0.828806998,0.466467561,0.53343545,0.181820992,0.817551028,0.368858374,0.630513646,
20190930,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.171811832,0.827982116,0.447363252,0.552430696,0.195223958,0.803369372,0.370626797,0.627966532
20190930,30,NULL,NULL,0.198218041,0.801723039,0.5406812,0.45925988,0.214368641,0.785548985,0.376913727,0.6230039
20190930,NULL,NULL,??뽰뒻?諛명??0.16219118479401656,0.837792214,0.478153482,0.521829917,0.166252204,0.833676996,0.329044927,0.670884274,
20190930,NULL,NULL,野껋럡由??0.16964713154494834,0.830352288,0.492636432,0.507362987,0.177044824,0.822949371,0.35509074,0.644903454,
20190930,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.1899819284674345,0.804657664,0.474783567,0.519856026,0.212177398,0.77800754,0.379717577,0.610467361,
20190930,NULL,1,NULL,0.202262755,0.797574391,0.523159819,0.476677327,0.205707642,0.793725027,0.38474313,0.614689539
20190930,NULL,NULL,?袁⑥뵬??ㅻ즲,0.176352446,0.823450949,0.425005488,0.574797907,0.199918394,0.798838833,0.37391705,0.624840177
20190930,NULL,NULL,?겸뫗猿??ㅻ즲,0.191089271,0.80875986,0.466666352,0.53318278,0.21318802,0.785833206,0.388322789,0.610698438
20191007,NULL,NULL,?紐꾧텦?용쵐肉??0.18944932593148883,0.808114776,0.486937037,0.510627065,0.195418822,0.804360323,0.391035672,0.608743473,
20191007,30,NULL,NULL,0.195789402,0.804101418,0.54945008,0.450440741,0.204253003,0.79573585,0.3809443,0.619044553
20191007,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.17861248134775348,0.809483341,0.478053525,0.510042297,0.201516705,0.796684587,0.390082552,0.60811874,
20191007,NULL,NULL,?겸뫗猿??ㅻ즲,0.180245222,0.818632454,0.470345418,0.528532259,0.201151467,0.798718698,0.391456548,0.608413617
20191007,NULL,NULL,野껋럩湲??ㅻ즲,0.17718332,0.822339465,0.476695929,0.522826856,0.187826394,0.812101371,0.385099939,0.614827825
20191007,NULL,NULL,??뽰뒻?諛명??0.16092566376132567,0.839004656,0.481027457,0.518902862,0.159470286,0.840518994,0.332728005,0.667261275,
20191007,0,NULL,NULL,0.061558652,0.922728718,0.121106535,0.863180835,0.107456591,0.889172061,0.209134263,0.787494388
20191007,NULL,NULL,???袁㏉굝????0.173167166,0.824824306,0.466754539,0.531236933,0.188974503,0.810599682,0.372607696,0.626966489,
20191007,20,NULL,NULL,0.20533649,0.794358214,0.480805544,0.51888916,0.232781261,0.767202309,0.353216402,0.646767168
20191007,NULL,2,NULL,0.140406259,0.858798438,0.421814924,0.577389773,0.153345142,0.846572927,0.335322027,0.664596042
20191007,NULL,NULL,揶쏅벡???0.1668224247698294,0.831684886,0.432475836,0.566031476,0.184215579,0.815607656,0.368535808,0.631287426,
20191007,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19109058848667507,0.801862623,0.495061281,0.49789193,0.195982313,0.803496207,0.417067839,0.58241068,
20191007,NULL,NULL,野껋럡由??0.1685270493235456,0.831466379,0.495431824,0.504561604,0.171420378,0.828579042,0.360694308,0.639305112,
20191007,50,NULL,NULL,0.185251195,0.814655701,0.539288121,0.460618775,0.183424381,0.816565597,0.427193368,0.572796609
20191007,60,NULL,NULL,0.155556124,0.844125975,0.440020471,0.559661628,0.161567751,0.838411776,0.391236388,0.608743139
20191007,NULL,NULL,野껋럩湲썽겫怨룸즲,0.168250508,0.831061461,0.451423833,0.547888137,0.18569447,0.814209549,0.383475175,0.616428845
20191007,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.21018830297078434,0.788246837,0.508532152,0.489902988,0.215151946,0.784642935,0.401795572,0.597999309,
20191007,NULL,NULL,?袁⑥뵬?브낮猷?0.169126197,0.829238954,0.45812446,0.540240691,0.184954592,0.814915141,0.383632264,0.616237469,
20191007,NULL,NULL,NULL,0.171310718,0.827965908,0.479795136,0.519481489,0.177759385,0.822153717,0.365474825,0.634438276
20191007,NULL,1,NULL,0.200507375,0.798837205,0.534571322,0.464773258,0.200824481,0.799083928,0.393961359,0.60594705
20191007,NULL,NULL,?紐꾩퓝?용쵐肉??0.16693727783316625,0.832362816,0.487044956,0.512255137,0.167411826,0.832525385,0.349786336,0.650150875,
20191007,10,NULL,NULL,0.108831773,0.890569853,0.305813126,0.6935885,0.123514858,0.876440991,0.242904245,0.757051604
20191007,70,NULL,NULL,0.106529466,0.889910614,0.313218264,0.683221816,0.109383744,0.890538177,0.28075968,0.719162241
20191007,NULL,NULL,?봔?怨뚰굝????0.188512224,0.810960081,0.482232945,0.51723936,0.190796857,0.809112445,0.371592185,0.628317117,
20191007,NULL,NULL,?袁⑥뵬??ㅻ즲,0.176092702,0.822642041,0.457268485,0.541466258,0.192731307,0.807156673,0.385111031,0.614776948
20191007,40,NULL,NULL,0.185534167,0.814404939,0.557526628,0.442412478,0.178019551,0.821976781,0.385401775,0.614594556
20191007,NULL,NULL,???닌덊굝????0.166753758,0.832510831,0.480429682,0.518834907,0.173927968,0.825999665,0.383546055,0.616381578,
20191007,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.165560495,0.8328269,0.452305697,0.546081698,0.18626421,0.813552466,0.377732427,0.622084248
20191014,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.21115055474038769,0.788444991,0.517190091,0.482405455,0.231072448,0.768483478,0.423342693,0.576213232,
20191014,NULL,NULL,?袁⑥뵬??ㅻ즲,0.174358317,0.825379432,0.460732398,0.539005352,0.205809817,0.793853413,0.40461549,0.59504774
20191014,NULL,NULL,???袁㏉굝????0.178625155,0.820933533,0.47756592,0.521992768,0.202283528,0.796882451,0.392638911,0.606527067,
20191014,NULL,NULL,?紐꾩퓝?용쵐肉??0.16598688004912293,0.833922754,0.492346135,0.507563499,0.177244342,0.822583224,0.362876741,0.636950825,
20191014,20,NULL,NULL,0.198949376,0.800900055,0.479207296,0.520642135,0.244876981,0.755060504,0.369866231,0.630071254
20191014,0,NULL,NULL,0.053530985,0.942831938,0.119391459,0.876971463,0.124136406,0.867363349,0.233666762,0.757832993
20191014,30,NULL,NULL,0.189926553,0.810020387,0.550015947,0.449930994,0.219523654,0.780443255,0.398450396,0.601516513
20191014,NULL,1,NULL,0.198626715,0.801198032,0.538851808,0.460972939,0.211065836,0.788694684,0.406502768,0.593257751
20191014,NULL,2,NULL,0.137024813,0.862828531,0.424709632,0.575143712,0.164773809,0.835010082,0.353278186,0.646505705
20191014,NULL,NULL,揶쏅벡???0.16401094507052527,0.835717857,0.433847711,0.565881091,0.200342186,0.799241215,0.392177185,0.607406217,
20191014,NULL,NULL,?겸뫗猿??ㅻ즲,0.178573104,0.821230438,0.476449806,0.523353736,0.216430241,0.783232796,0.412012301,0.587650736
20191014,70,NULL,NULL,0.106214936,0.893458974,0.315429629,0.684244282,0.113440727,0.88634918,0.28955251,0.710237398
20191014,NULL,NULL,?봔?怨뚰굝????0.177472255,0.822393812,0.475207703,0.524658364,0.193921325,0.805814917,0.38176693,0.617969312,
20191014,NULL,NULL,?袁⑥뵬?브낮猷?0.169165431,0.8305096,0.466450962,0.53322407,0.193031784,0.806601001,0.393503029,0.606129756,
20191014,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.164110994,0.835631568,0.457325053,0.54241751,0.199996622,0.799619651,0.39283397,0.606782303
20191014,50,NULL,NULL,0.184525246,0.81543683,0.544746495,0.455215581,0.192155205,0.807811875,0.437885605,0.562081475
20191014,NULL,NULL,NULL,0.168710145,0.83112849,0.483419389,0.516419246,0.188584409,0.811187461,0.38065459,0.61911728
20191014,NULL,NULL,野껋럩湲썽겫怨룸즲,0.163576496,0.836306554,0.450254476,0.549628574,0.196633718,0.80313843,0.398598623,0.601173526
20191014,NULL,NULL,??뽳폒?諛명?癒?뒄??0.19822112772601944,0.800206112,0.499578093,0.498849146,0.211917546,0.786238528,0.435611519,0.562544554,
20191014,10,NULL,NULL,0.112053244,0.887780953,0.320772555,0.679061642,0.136120713,0.863757525,0.269700474,0.730177765
20191014,NULL,NULL,野껋럡由??0.16520839809882726,0.834790638,0.500835966,0.49916307,0.182650562,0.817347702,0.376350514,0.623647751,
20191014,NULL,NULL,野껋럩湲??ㅻ즲,0.174106756,0.825794423,0.47553351,0.524367669,0.198314503,0.8015139,0.399157585,0.600670819
20191014,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.180253390899523,0.814824967,0.488230692,0.506847665,0.21536567,0.780603116,0.405749805,0.590218981,
20191014,40,NULL,NULL,0.181984522,0.817986174,0.560250093,0.439720602,0.189513002,0.810470392,0.399766153,0.600217241
20191014,NULL,NULL,?紐꾧텦?용쵐肉??0.19648415803752645,0.802922636,0.489408153,0.509998641,0.222931322,0.776196189,0.42039113,0.578736381,
20191014,60,NULL,NULL,0.155531142,0.844395611,0.445390626,0.554536127,0.168150105,0.831799393,0.402807143,0.597142355
20191014,NULL,NULL,???닌덊굝????0.162544595,0.837345051,0.480012215,0.519877431,0.181744141,0.818011713,0.388427824,0.61132803,
20191014,NULL,NULL,??뽰뒻?諛명??0.15818940502152806,0.84179453,0.48600946,0.513974475,0.167741893,0.832219648,0.346643609,0.653317932,
20191021,NULL,NULL,?紐꾧텦?용쵐肉??0.2108014579518201,0.788752236,0.495169259,0.504384435,0.243150669,0.756151708,0.441531505,0.557770871,
20191021,NULL,NULL,NULL,0.170842174,0.82903605,0.484313783,0.51556444,0.195868379,0.803898265,0.38709547,0.612671174
20191021,NULL,1,NULL,0.200770579,0.799091214,0.539836259,0.460025535,0.21763362,0.782120669,0.412122977,0.587631312
20191021,0,NULL,NULL,0.056026778,0.94111275,0.117033579,0.880105949,0.129840663,0.861531977,0.236160954,0.755211686
20191021,NULL,NULL,?봔?怨뚰굝????0.179026687,0.820880451,0.47541675,0.524490387,0.200444114,0.79930113,0.390670116,0.609075129,
20191021,NULL,NULL,?袁⑥뵬?브낮猷?0.18628651,0.813481254,0.477457092,0.522310672,0.241583707,0.757984302,0.428781193,0.570786815,
20191021,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.16640383,0.833386105,0.458194552,0.541595383,0.20926987,0.790318079,0.403021592,0.596566358
20191021,60,NULL,NULL,0.157788919,0.84215559,0.448433351,0.551511158,0.171726696,0.828219739,0.404721842,0.595224593
20191021,50,NULL,NULL,0.186315334,0.813656758,0.546670178,0.453301914,0.196293546,0.803679073,0.442071317,0.557901302
20191021,NULL,NULL,野껋럩湲썽겫怨룸즲,0.164902347,0.835005046,0.450924735,0.548982659,0.205375591,0.794410004,0.41104923,0.588736365
20191021,NULL,NULL,??뽳폒?諛명?癒?뒄??0.2070936705117164,0.791259949,0.511422398,0.486931221,0.237986644,0.760208669,0.451941602,0.546253712,
20191021,40,NULL,NULL,0.183633599,0.816345651,0.56112676,0.43885249,0.193483788,0.806493754,0.403069547,0.596907995
20191021,30,NULL,NULL,0.191301799,0.808654582,0.55100699,0.448949391,0.223286552,0.776672679,0.400968304,0.598990928
20191021,NULL,NULL,???袁㏉굝????0.178331096,0.821257496,0.476658822,0.52292977,0.21129351,0.787850685,0.400323006,0.598821189,
20191021,NULL,NULL,?紐꾩퓝?용쵐肉??0.16698455610702334,0.832942545,0.492945129,0.506981972,0.180266684,0.819559835,0.363942033,0.635884486,
20191021,NULL,NULL,???닌덊굝????0.163465957,0.836448081,0.479262719,0.520651318,0.185810981,0.813933086,0.395783074,0.603960992,
20191021,NULL,NULL,??뽰뒻?諛명??0.1587521776134017,0.84123735,0.484821063,0.515168465,0.172459766,0.827498103,0.348603714,0.651354154,
20191021,20,NULL,NULL,0.203176832,0.796720333,0.477332015,0.52256515,0.266388231,0.733548544,0.391220449,0.608716327
20191021,NULL,NULL,野껋럡由??0.1670130708640887,0.832986158,0.500848758,0.499150471,0.187349347,0.812647568,0.379487569,0.620509347,
20191021,NULL,NULL,野껋럩湲??ㅻ즲,0.174743646,0.825187504,0.478169638,0.521761512,0.204580802,0.795263904,0.410034179,0.589810527
20191021,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.17746956264603864,0.819539515,0.48276312,0.514245957,0.225003079,0.770329148,0.418293016,0.57703921,
20191021,NULL,2,NULL,0.139145595,0.860750029,0.425511035,0.574384589,0.172817245,0.826962484,0.360589337,0.639190392
20191021,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.2117624506614698,0.787950284,0.517750697,0.481962038,0.232245662,0.767240893,0.427931322,0.571555232,
20191021,NULL,NULL,?袁⑥뵬??ㅻ즲,0.176321977,0.823490738,0.464940749,0.534871966,0.210208852,0.789429445,0.405945742,0.593692555
20191021,70,NULL,NULL,0.109249656,0.8905379,0.319910859,0.679876697,0.116862047,0.882960376,0.289422926,0.710399497
20191021,NULL,NULL,揶쏅벡???0.16505095302037406,0.834767727,0.436411187,0.563407492,0.205659376,0.793902842,0.397301938,0.60226028,
20191021,NULL,NULL,?겸뫗猿??ㅻ즲,0.182110919,0.817754178,0.479514918,0.52035018,0.225469135,0.774215267,0.418961955,0.580722448
20191021,10,NULL,NULL,0.113616537,0.886250386,0.318950558,0.680916365,0.151448671,0.848404789,0.285293084,0.714560376
20191028,NULL,NULL,揶쏅벡???0.1651265884782394,0.834678705,0.435285933,0.564519361,0.206595869,0.791823569,0.384184358,0.61423508,
20191028,NULL,NULL,?겸뫗猿??ㅻ즲,0.181499346,0.818385667,0.477296852,0.522588161,0.228768305,0.770118916,0.420521281,0.57836594
20191028,NULL,NULL,NULL,0.171552261,0.828333247,0.484371756,0.515513752,0.196978642,0.802251655,0.386063638,0.613166659
20191028,70,NULL,NULL,0.108914456,0.890874546,0.318884232,0.680904771,0.116496582,0.88040338,0.290779646,0.706120316
20191028,NULL,2,NULL,0.140855877,0.859044228,0.426025909,0.573874196,0.173179972,0.825979787,0.358092184,0.641067575
20191028,NULL,NULL,???닌덊굝????0.162997886,0.836934633,0.480579515,0.519353004,0.184968257,0.814192628,0.392980426,0.606180459,
20191028,NULL,NULL,??뽰뒻?諛명??0.15828704602576799,0.841696874,0.483352633,0.516631288,0.173573618,0.826339405,0.348286452,0.651626571,
20191028,NULL,NULL,?봔?怨뚰굝????0.180325616,0.8196012,0.481304433,0.518622383,0.207233318,0.792209991,0.390014496,0.609428812,
20191028,NULL,NULL,?袁⑥뵬?브낮猷?0.205624048,0.794196727,0.488643064,0.511177711,0.235934494,0.762371013,0.428072056,0.570233451,
20191028,NULL,NULL,?겸뫗猿뚪겫怨룸즲,0.166421126,0.833418911,0.456478635,0.543361402,0.213038125,0.785257221,0.402251872,0.596043475
20191028,60,NULL,NULL,0.156882702,0.843061826,0.447576551,0.552367977,0.171978795,0.827729594,0.404827945,0.594880444
20191028,50,NULL,NULL,0.186070429,0.813899294,0.54578489,0.454184834,0.19806803,0.801845879,0.44297222,0.556941689
20191028,40,NULL,NULL,0.184333635,0.81564243,0.561062951,0.438913114,0.195103682,0.80483306,0.402627387,0.597309355
20191028,NULL,1,NULL,0.200554836,0.79931688,0.539498112,0.460373604,0.219464114,0.779832828,0.412491643,0.586805299
20191028,NULL,NULL,???袁㏉굝????0.17609494,0.823499923,0.475817801,0.523777063,0.210539569,0.786954015,0.397663154,0.599830429,
20191028,NULL,NULL,?紐꾩퓝?용쵐肉??0.16675155921847037,0.833175484,0.490583361,0.509343682,0.183100823,0.816173299,0.365741452,0.63353267,
20191028,10,NULL,NULL,0.113948062,0.885932795,0.318607406,0.681273451,0.153155641,0.846219632,0.28087766,0.718497614
20191028,NULL,NULL,野껋럡由??0.16654713047135294,0.83345287,0.498247137,0.501752863,0.188290631,0.811699924,0.37799419,0.621996366,
20191028,NULL,NULL,野껋럩湲??ㅻ즲,0.175452053,0.824468368,0.480726297,0.519194124,0.206545326,0.792933587,0.411806272,0.587672641
20191028,NULL,NULL,?紐꾩쪒?諛명?癒?뒄??0.1769252962252617,0.820537696,0.482453941,0.515009051,0.227303211,0.76055942,0.413382075,0.574480556,
20191028,NULL,NULL,野껋럩湲썽겫怨룸즲,0.167434707,0.832488801,0.454988017,0.544935491,0.206738481,0.79254189,0.409491205,0.589789166
20191028,NULL,NULL,??뽳폒?諛명?癒?뒄??0.23547183446078457,0.762877603,0.525841676,0.472507762,0.262624738,0.730691165,0.464835726,0.528480177,
20191028,NULL,NULL,?紐꾧텦?용쵐肉??0.213320123539564,0.786133526,0.50488385,0.494569799,0.234243648,0.763078798,0.431662304,0.565660143,
20191028,NULL,NULL,?용쵐竊쒏꽴臾믩열??0.20746086731359853,0.79225994,0.513654732,0.486066075,0.224198055,0.774002888,0.421316683,0.576884259,
20191028,NULL,NULL,?袁⑥뵬??ㅻ즲,0.17550023,0.824356853,0.463995449,0.535861635,0.210526656,0.788237116,0.412559891,0.586203881
20191028,30,NULL,NULL,0.192269506,0.807689409,0.55047512,0.449483795,0.223755092,0.776135347,0.397558954,0.602331485
20191028,20,NULL,NULL,0.206990152,0.792912288,0.481758038,0.518144401,0.268042881,0.731710549,0.390550052,0.609203378
20191028,0,NULL,NULL,0.058771701,0.938651342,0.114984734,0.882438308,0.128952474,0.851344082,0.230527691,0.749768865
